server_type,cooling_type,datacenter_region,time_of_day,workload_intensity,cpu_utilization,memory_utilization,network_throughput_gbps,inlet_temperature_c,cooling_efficiency,power_consumption_kw,carbon_emission_kg,compute_cost_usd,pue,energy_efficiency_class
GPU,Liquid,NA,Peak,0.104,13.866,88.605,19.007,24.589,0.905,73.188,28.73,9.406,1.498,Medium
Compute,Liquid,EU,Peak,0.137,20.435,57.895,10.214,21.094,0.928,98.097,25.895,17.546,1.341,High
Compute,Air,EU,Peak,0.791,70.317,71.193,16.641,25.328,0.753,87.368,21.267,14.986,1.433,Medium
Storage,Air,ME,Off-Peak,0.175,29.218,78.597,10.059,26.394,0.851,52.839,27.892,3.326,1.553,Low
GPU,Hybrid,NA,Peak,0.935,75.713,84.506,17.641,21.641,0.792,144.631,57.212,17.688,1.11,High
Compute,Air,APAC,Off-Peak,0.498,43.594,66.125,5.807,27.042,0.805,70.422,43.663,5.449,1.656,Low
Compute,Air,ME,Night,0.782,74.948,68.846,11.941,19.681,0.859,86.408,38.491,4.316,1.337,High
Compute,Liquid,NA,Off-Peak,0.213,22.371,54.76,7.415,16.723,0.947,67.265,28.194,8.461,1.364,High
GPU,Liquid,APAC,Off-Peak,0.934,71.363,98.0,26.222,18.042,0.737,122.411,75.479,9.378,1.505,Low
Storage,Air,EU,Off-Peak,0.13,18.351,44.365,27.408,22.634,0.859,63.749,15.99,11.264,1.399,Medium
GPU,Air,APAC,Off-Peak,0.138,24.254,43.19,6.967,26.545,0.741,106.132,65.348,8.83,1.614,Low
Edge,Air,NA,Peak,0.149,25.469,49.489,3.258,25.871,0.884,85.437,33.232,9.814,1.405,Medium
GPU,Air,NA,Off-Peak,0.193,19.342,42.974,6.088,24.156,0.746,91.279,38.679,11.276,1.52,Low
Storage,Liquid,NA,Off-Peak,0.538,52.57,69.808,11.791,15.359,0.985,77.726,30.03,10.283,1.331,High
Storage,Air,ME,Peak,0.809,70.813,84.032,24.174,25.552,0.905,85.857,43.142,5.257,1.566,Medium
Compute,Hybrid,APAC,Peak,0.356,32.636,56.098,8.438,18.178,0.85,67.157,36.22,4.775,1.244,High
Edge,Hybrid,NA,Peak,0.771,71.292,60.174,40.823,21.054,0.909,66.232,22.299,8.148,1.388,High
Compute,Liquid,ME,Night,0.797,0.53,84.478,14.848,17.15,1.0,80.26,39.991,4.666,1.201,High
Compute,Air,EU,Peak,0.917,74.476,77.211,28.07,21.17,0.881,109.725,25.772,19.865,1.632,Low
Storage,Liquid,APAC,Peak,0.234,24.592,19.351,16.646,27.954,0.99,59.278,33.371,4.818,1.471,Medium
Compute,Air,NA,Off-Peak,0.222,25.853,32.99,4.289,21.539,0.846,52.463,21.481,6.665,1.47,Medium
Storage,Air,NA,Night,0.21,18.443,68.079,17.844,24.607,0.94,56.49,24.753,6.789,1.277,High
Storage,Hybrid,EU,Peak,0.423,35.56,86.459,37.22,25.663,0.722,52.295,11.991,10.018,1.657,Low
Storage,Air,NA,Off-Peak,0.54,39.793,68.679,15.759,25.228,0.792,47.124,17.311,4.812,1.675,Low
GPU,Hybrid,EU,Off-Peak,0.515,45.084,69.669,11.925,22.464,0.892,111.526,29.963,19.187,1.486,Medium
Compute,Air,EU,Off-Peak,0.331,29.611,63.425,11.288,20.165,0.842,54.577,10.877,10.175,1.641,Low
Storage,Air,NA,Night,0.66,49.231,79.632,8.38,22.73,0.743,71.713,29.46,8.702,1.417,Medium
Storage,Hybrid,NA,Peak,0.404,36.377,46.32,5.981,36.017,0.868,56.319,22.218,7.15,1.441,Medium
Storage,Liquid,ME,Night,0.429,44.899,68.162,24.195,15.0,0.827,73.413,35.697,3.793,1.387,Medium
GPU,Liquid,NA,Night,0.195,18.003,59.484,4.192,18.93,1.0,177.152,70.861,21.258,1.292,High
Compute,Liquid,NA,Night,0.633,53.436,65.059,12.12,16.548,0.861,69.693,27.503,7.856,1.357,High
Storage,Air,EU,Off-Peak,0.69,54.8,60.471,11.025,17.854,0.876,87.825,21.817,15.814,1.436,Medium
Compute,Liquid,EU,Night,0.782,56.165,73.113,14.859,23.967,1.0,81.1,20.358,15.071,1.567,Medium
Edge,Air,APAC,Peak,0.914,78.939,61.324,18.107,30.413,0.909,85.681,51.96,6.404,1.686,Low
Compute,Liquid,APAC,Peak,0.789,59.735,64.29,11.249,22.263,0.906,71.847,42.231,5.949,1.405,High
GPU,Liquid,NA,Peak,0.312,36.917,70.125,8.464,22.136,0.96,102.129,41.292,11.471,1.331,High
Compute,Hybrid,NA,Peak,0.312,25.365,63.431,6.143,23.514,0.965,94.179,38.82,11.114,1.32,High
Compute,Liquid,APAC,Off-Peak,0.924,72.376,51.951,30.664,15.0,0.901,123.201,75.826,10.783,1.469,Medium
Storage,Air,ME,Peak,0.811,68.079,87.157,14.727,26.563,0.981,99.404,47.233,4.843,1.626,Low
GPU,Liquid,EU,Peak,0.804,61.451,64.014,13.996,22.082,1.0,117.893,29.084,21.266,1.502,Medium
Storage,Air,NA,Off-Peak,0.748,60.036,76.623,28.632,24.36,0.81,66.761,23.679,7.415,1.726,Low
Edge,Air,NA,Night,0.34,33.681,58.238,4.872,19.073,0.891,36.737,15.938,3.924,1.611,Low
Storage,Air,NA,Off-Peak,0.863,74.588,71.909,18.49,22.516,0.96,71.927,26.549,8.392,1.471,Medium
Storage,Liquid,APAC,Night,0.229,26.349,77.106,11.148,17.815,0.906,70.185,44.885,6.515,1.469,Medium
Compute,Air,NA,Off-Peak,0.415,42.267,51.01,15.03,22.548,0.71,59.602,26.023,7.464,1.675,Low
GPU,Air,NA,Night,0.412,38.518,64.624,17.212,20.99,0.864,93.03,40.985,10.973,1.34,High
Compute,Hybrid,EU,Off-Peak,0.604,49.075,54.718,24.861,22.078,0.964,62.171,18.743,11.237,1.359,High
GPU,Liquid,EU,Night,0.517,50.429,69.95,6.603,18.014,0.972,106.913,26.762,18.473,1.332,High
Edge,Air,EU,Peak,0.514,46.775,35.926,12.275,37.794,0.833,53.233,15.998,10.363,1.449,Medium
Edge,Air,EU,Night,0.598,56.053,53.057,9.892,22.222,0.893,58.321,12.688,10.806,1.775,Low
Storage,Liquid,APAC,Off-Peak,0.474,34.774,88.934,14.496,15.897,0.892,81.701,49.18,6.717,1.181,High
Storage,Hybrid,NA,Off-Peak,0.325,23.489,34.6,13.162,19.434,0.791,50.578,21.011,6.456,1.618,Low
GPU,Air,EU,Off-Peak,0.698,61.757,63.261,19.64,19.518,0.892,128.905,29.841,24.034,1.456,Medium
Compute,Hybrid,NA,Night,0.812,77.115,63.838,17.311,16.93,0.805,92.114,38.264,10.876,1.471,Medium
Storage,Liquid,NA,Night,0.531,57.358,70.052,22.7,16.746,0.965,72.913,29.807,8.152,1.522,Medium
Compute,Liquid,EU,Peak,0.685,52.141,57.264,11.17,18.069,0.94,73.188,18.22,12.902,1.346,High
Storage,Hybrid,EU,Peak,0.582,50.691,68.94,14.658,29.123,0.71,71.214,17.813,12.671,1.78,Low
Compute,Liquid,APAC,Peak,0.153,1.042,51.562,4.005,25.954,0.806,61.812,39.69,5.61,1.505,Medium
Compute,Hybrid,EU,Peak,0.481,48.405,48.344,29.694,19.054,0.761,81.945,20.209,14.541,1.528,Low
Compute,Air,APAC,Peak,0.109,14.365,47.264,2.586,25.097,0.69,54.236,34.486,3.962,1.881,Low
Storage,Liquid,EU,Off-Peak,0.696,65.346,67.917,43.265,24.057,0.974,61.108,18.135,11.674,1.645,Low
Storage,Liquid,EU,Off-Peak,0.557,45.07,74.317,20.918,16.957,1.0,70.895,17.686,12.601,1.362,High
Compute,Air,EU,Off-Peak,0.214,26.445,46.251,7.838,25.134,0.771,70.784,16.124,13.486,1.45,Medium
Storage,Liquid,NA,Off-Peak,0.588,47.267,61.616,8.834,23.637,0.799,54.237,21.114,6.125,1.503,Medium
Compute,Air,NA,Off-Peak,0.909,69.46,80.927,28.27,24.176,0.963,82.502,31.025,9.239,1.317,High
Storage,Air,EU,Peak,0.406,39.32,52.431,19.931,28.339,0.826,68.204,19.529,11.371,1.404,Medium
Storage,Air,NA,Off-Peak,0.984,86.25,66.718,14.247,19.056,0.909,81.51,30.291,9.647,1.302,High
Storage,Liquid,EU,Off-Peak,0.963,73.233,66.86,14.887,17.381,1.0,82.064,17.937,15.28,1.707,Low
GPU,Hybrid,EU,Peak,0.807,63.074,80.087,10.643,22.843,0.877,142.179,37.487,25.671,1.607,Low
Compute,Air,ME,Peak,0.832,65.851,67.799,24.138,24.586,0.795,87.104,47.799,3.922,1.583,Low
GPU,Liquid,APAC,Peak,0.469,45.585,85.502,27.508,24.137,1.0,162.589,96.676,13.115,1.596,Medium
Storage,Air,NA,Night,0.462,37.924,71.106,7.695,21.989,0.778,55.889,21.978,6.21,1.828,Low
Storage,Hybrid,EU,Off-Peak,0.959,74.28,63.039,21.215,21.238,0.862,99.041,23.384,17.166,1.291,High
Storage,Liquid,NA,Off-Peak,0.43,38.038,69.251,16.031,15.0,0.966,55.458,19.793,6.336,1.115,High
Compute,Liquid,NA,Peak,0.187,18.648,68.404,13.629,20.483,0.977,53.866,23.051,7.107,1.256,High
Storage,Liquid,APAC,Peak,0.237,26.646,45.561,9.852,17.408,0.948,37.816,20.583,3.111,1.395,High
Storage,Air,NA,Peak,0.739,64.068,78.327,19.379,22.786,0.834,79.759,30.476,9.608,1.613,Low
Compute,Liquid,NA,Peak,0.445,38.781,56.444,13.454,19.649,0.893,96.161,38.218,11.963,1.419,Medium
Compute,Hybrid,ME,Peak,0.279,29.425,57.285,19.031,24.919,0.809,201.403,100.701,10.07,1.61,Low
Compute,Air,APAC,Peak,0.832,69.057,86.296,15.578,24.958,0.922,78.509,48.016,4.941,1.398,High
Edge,Liquid,APAC,Off-Peak,0.54,46.747,52.039,12.554,23.522,0.998,54.076,31.8,5.305,1.473,Medium
Storage,Hybrid,APAC,Peak,0.611,62.274,62.949,19.347,25.303,0.967,83.842,49.519,7.016,1.579,Medium
Compute,Air,APAC,Off-Peak,0.239,26.077,59.45,10.682,21.889,0.817,61.149,36.119,5.38,1.067,High
Compute,Hybrid,NA,Off-Peak,0.273,27.609,71.38,13.284,16.691,0.716,62.371,21.851,7.591,1.22,High
Storage,Hybrid,EU,Off-Peak,0.213,28.792,47.195,12.852,20.428,0.94,63.29,15.383,11.364,1.118,High
GPU,Liquid,EU,Off-Peak,0.563,41.958,73.598,19.371,22.096,0.989,88.758,21.029,16.474,1.599,Medium
Compute,Air,NA,Peak,0.798,64.435,93.578,14.34,22.417,0.874,82.976,32.079,10.684,1.608,Low
Compute,Air,APAC,Night,0.759,57.863,73.408,19.656,19.551,0.944,86.593,55.978,6.713,1.629,Low
GPU,Air,EU,Night,0.335,27.994,36.533,7.938,18.835,0.764,92.38,26.243,16.084,1.661,Low
Compute,Hybrid,NA,Peak,0.866,71.485,92.838,12.645,23.413,0.867,81.037,31.052,9.799,1.484,Medium
Compute,Hybrid,NA,Peak,0.195,22.822,59.416,16.361,21.409,0.882,48.381,19.175,5.766,1.384,High
Edge,Liquid,NA,Night,0.203,36.663,89.15,13.338,15.332,1.0,48.803,21.158,6.11,1.085,High
Storage,Air,APAC,Night,0.864,67.425,70.862,15.372,20.641,0.956,64.147,36.207,4.948,1.126,High
Compute,Air,EU,Peak,0.32,32.199,78.784,7.086,24.945,0.835,77.027,19.308,14.692,1.608,Low
Compute,Liquid,EU,Peak,0.737,55.217,98.0,16.712,22.473,0.952,77.651,20.615,13.282,1.45,Medium
Compute,Liquid,EU,Night,0.108,10.253,30.716,11.458,16.883,1.0,38.733,11.302,7.447,1.05,High
Compute,Hybrid,EU,Peak,0.184,15.8,51.195,4.795,27.049,0.922,49.772,11.863,8.737,1.557,Medium
GPU,Liquid,APAC,Night,0.648,54.006,64.827,20.871,16.417,0.787,115.176,69.716,9.437,1.318,High
Storage,Hybrid,EU,Peak,0.264,25.496,81.616,3.475,17.535,0.877,84.111,21.121,14.539,1.244,High
GPU,Liquid,ME,Night,0.125,12.123,46.124,3.345,15.935,1.0,100.449,49.818,5.233,1.215,High
Edge,Liquid,ME,Peak,0.52,45.137,82.96,8.405,19.22,0.928,57.567,28.083,3.765,1.417,High
Storage,Air,ME,Peak,0.397,35.268,62.334,8.757,26.49,0.909,55.118,25.628,2.469,1.775,Low
Compute,Hybrid,EU,Night,0.822,68.938,63.319,15.996,20.215,0.801,76.822,20.171,13.218,1.283,High
Storage,Liquid,ME,Peak,0.837,65.788,62.452,15.024,21.941,1.0,97.339,52.289,4.781,1.13,High
Edge,Air,EU,Peak,0.653,52.901,84.403,19.804,27.179,0.827,85.075,20.253,16.054,1.541,Low
GPU,Air,APAC,Night,0.364,33.938,69.68,6.722,22.786,0.945,98.39,60.288,7.547,1.449,Medium
Compute,Air,ME,Peak,0.515,48.683,57.475,9.018,28.308,0.961,87.126,44.66,4.249,1.514,Medium
Storage,Liquid,ME,Peak,0.732,63.823,96.995,27.56,22.885,1.0,63.997,32.902,3.171,1.13,High
Storage,Air,APAC,Peak,0.162,17.701,63.409,10.3,25.235,0.702,50.734,30.944,3.988,1.538,Low
Edge,Air,EU,Off-Peak,0.399,36.029,74.256,9.001,26.317,0.865,211.484,52.871,38.067,1.404,Medium
Compute,Liquid,NA,Off-Peak,0.84,67.197,98.0,19.812,20.405,1.0,84.498,32.199,10.627,1.305,High
Storage,Air,NA,Night,0.465,39.658,76.784,5.499,22.607,0.818,63.408,25.101,8.097,1.713,Low
GPU,Hybrid,APAC,Off-Peak,0.662,50.197,84.014,27.988,19.136,0.901,91.442,55.534,7.126,1.324,High
Storage,Air,NA,Peak,0.187,15.605,55.706,12.243,22.325,0.963,55.424,21.604,7.208,1.309,High
Storage,Liquid,EU,Peak,0.799,59.28,72.559,34.463,20.213,0.938,58.113,13.831,9.853,1.538,Medium
Compute,Air,EU,Night,0.19,20.648,53.211,18.222,23.865,0.815,65.09,16.481,11.204,1.39,Medium
Compute,Air,EU,Off-Peak,0.875,72.989,70.343,19.267,22.622,0.834,73.429,18.444,13.28,1.297,High
Compute,Air,ME,Night,0.196,23.684,64.038,13.395,19.489,0.736,86.35,43.046,4.199,1.453,Medium
Edge,Hybrid,EU,Night,0.902,74.994,58.772,13.744,17.358,0.727,119.948,30.989,21.451,1.506,Low
Compute,Liquid,APAC,Peak,0.427,37.669,80.36,8.875,24.661,0.999,104.419,60.52,8.152,1.399,High
Storage,Air,EU,Off-Peak,0.662,59.695,76.661,12.863,18.486,0.781,84.488,23.766,15.614,1.469,Medium
Storage,Liquid,APAC,Off-Peak,0.862,68.721,74.939,10.468,15.421,0.998,71.457,42.166,5.121,1.104,High
Compute,Air,NA,Peak,0.109,16.901,63.24,17.367,21.875,0.922,53.26,19.842,6.796,1.738,Low
Storage,Hybrid,NA,Peak,0.339,32.973,60.058,11.75,21.258,0.974,80.0,34.285,8.85,1.404,High
GPU,Hybrid,ME,Night,0.918,66.977,51.689,15.734,20.631,0.845,136.157,71.01,6.883,1.519,Medium
GPU,Liquid,EU,Off-Peak,0.449,48.518,40.391,8.569,17.278,0.963,111.669,29.235,20.339,1.651,Low
Storage,Liquid,EU,Off-Peak,0.736,58.925,59.677,11.854,15.0,0.962,54.939,17.41,8.874,1.252,High
Storage,Hybrid,EU,Off-Peak,0.226,24.581,78.577,19.319,23.239,0.745,78.929,17.544,13.752,1.537,Low
Compute,Liquid,NA,Off-Peak,0.711,66.293,54.03,15.978,20.381,0.912,79.286,33.518,9.915,1.542,Medium
Edge,Liquid,EU,Peak,0.166,25.792,50.005,12.24,25.083,0.941,34.194,12.567,6.922,1.664,Low
Compute,Hybrid,NA,Off-Peak,0.746,69.265,98.0,23.35,28.024,0.879,134.069,54.597,16.756,1.275,High
GPU,Liquid,EU,Off-Peak,0.391,40.648,57.693,8.674,17.634,0.956,108.953,22.492,20.255,1.248,High
Compute,Liquid,EU,Night,0.519,46.167,30.852,29.277,20.213,0.815,100.346,28.044,16.694,1.461,Medium
Edge,Hybrid,EU,Off-Peak,0.25,18.371,53.953,8.51,18.391,0.928,39.609,10.313,7.209,1.256,High
GPU,Liquid,EU,Night,0.665,58.974,56.952,11.936,17.991,1.0,105.97,28.286,19.672,1.462,Medium
GPU,Liquid,ME,Peak,0.404,45.789,60.61,13.82,16.393,0.916,89.993,43.679,4.853,1.396,High
Compute,Air,EU,Night,0.445,36.223,66.068,13.66,21.241,0.795,63.826,14.131,10.368,1.412,Medium
Storage,Air,APAC,Night,0.687,56.543,98.0,10.454,24.649,0.98,80.248,47.83,7.423,1.406,High
Storage,Air,EU,Off-Peak,0.261,22.392,62.915,32.399,29.611,0.783,40.256,10.592,6.662,1.76,Low
GPU,Liquid,EU,Peak,0.867,66.903,63.24,20.554,21.329,0.92,118.165,25.293,21.014,1.434,Medium
Compute,Air,NA,Peak,0.765,56.512,63.887,11.04,21.933,0.926,96.904,35.641,11.386,1.364,High
Edge,Hybrid,NA,Off-Peak,0.62,48.603,62.243,7.828,24.763,0.783,72.287,28.984,8.474,1.587,Low
GPU,Liquid,EU,Off-Peak,0.215,19.453,73.137,6.537,21.653,1.0,91.9,21.977,16.162,1.475,Medium
Compute,Liquid,NA,Off-Peak,0.718,61.452,85.503,10.319,19.943,0.893,88.777,35.656,11.037,2.502,Medium
GPU,Air,APAC,Off-Peak,0.116,9.035,44.405,4.719,21.615,0.767,82.852,52.221,6.434,1.466,Medium
Storage,Hybrid,EU,Off-Peak,0.824,71.707,72.156,29.556,18.363,0.7,76.557,20.808,13.472,1.543,Low
Storage,Liquid,APAC,Peak,0.373,33.18,50.212,9.783,21.481,1.0,45.934,29.708,4.306,1.523,Medium
Compute,Liquid,ME,Peak,0.205,30.266,51.591,5.572,22.413,0.763,59.555,28.596,3.057,1.458,Medium
Storage,Air,NA,Peak,0.248,25.884,67.737,13.256,24.438,0.867,69.216,29.05,8.845,1.449,Medium
GPU,Liquid,NA,Peak,0.967,80.004,80.773,18.726,21.954,1.0,127.818,47.885,14.752,1.451,High
Storage,Liquid,EU,Off-Peak,0.796,62.999,62.202,24.01,19.318,0.965,118.088,28.648,21.613,1.296,High
Storage,Liquid,NA,Night,0.314,40.701,87.641,24.599,22.094,0.761,47.141,18.591,5.288,1.464,Medium
Storage,Hybrid,NA,Peak,0.967,80.036,84.0,32.55,25.544,0.714,73.141,27.928,8.341,1.618,Low
GPU,Hybrid,APAC,Peak,0.226,22.057,75.394,27.999,28.789,0.841,95.782,52.774,7.643,1.479,Medium
Compute,Hybrid,ME,Off-Peak,0.76,60.046,69.939,16.685,18.462,0.638,86.362,40.996,3.93,1.271,High
GPU,Liquid,APAC,Night,0.691,57.258,70.971,20.118,18.993,1.0,106.783,63.962,8.912,1.59,Medium
Storage,Hybrid,EU,Peak,0.839,67.191,80.959,9.248,23.029,0.945,62.717,19.13,10.513,1.491,Medium
Compute,Hybrid,EU,Night,0.444,44.107,66.489,16.667,20.339,0.877,60.023,14.336,10.782,1.467,Medium
Compute,Air,EU,Peak,0.462,41.397,74.689,8.955,23.684,0.75,63.546,19.095,12.404,1.92,Low
Storage,Air,EU,Peak,0.662,53.092,81.112,12.385,22.252,0.672,219.129,54.782,39.443,1.741,Low
GPU,Air,EU,Off-Peak,0.458,42.313,44.172,11.186,19.955,0.958,102.757,23.614,18.278,1.555,Medium
Compute,Air,NA,Off-Peak,0.137,20.776,58.845,2.058,26.337,0.672,67.322,27.879,7.706,1.744,Low
GPU,Air,ME,Off-Peak,0.757,58.417,55.91,10.916,21.629,0.814,122.985,64.487,5.927,1.762,Low
Compute,Air,APAC,Night,0.677,56.734,53.801,15.934,22.029,0.928,64.727,40.526,4.803,1.405,High
Storage,Liquid,EU,Peak,0.481,37.29,78.006,18.413,15.352,0.975,59.34,14.764,10.121,1.161,High
Edge,Air,ME,Off-Peak,0.373,42.295,68.647,17.485,21.25,0.955,47.383,23.676,3.563,1.188,High
GPU,Air,NA,Off-Peak,0.389,35.426,77.1,12.411,23.841,0.645,99.464,35.805,11.758,1.661,Low
Compute,Liquid,NA,Night,0.767,61.98,70.753,26.837,15.5,0.903,97.575,39.492,11.93,1.281,High
Storage,Hybrid,APAC,Off-Peak,0.756,54.133,69.728,8.378,19.123,0.816,62.419,34.134,4.635,1.635,Low
Compute,Hybrid,ME,Peak,0.837,63.348,80.2,17.805,25.163,0.802,105.025,52.924,5.023,1.587,Low
Storage,Liquid,EU,Off-Peak,0.786,61.302,82.951,11.008,18.386,0.948,98.463,25.882,17.535,1.05,High
GPU,Air,NA,Night,0.782,60.003,59.175,21.271,21.749,0.637,117.972,47.493,13.705,1.813,Low
GPU,Air,APAC,Peak,0.327,41.495,67.358,17.955,24.735,0.845,110.47,63.64,8.598,1.583,Low
Compute,Air,NA,Peak,0.191,22.878,52.883,9.294,27.367,0.806,74.972,29.761,8.971,1.719,Low
Edge,Air,EU,Peak,0.786,61.559,64.805,39.481,21.047,0.798,74.644,16.777,14.084,1.721,Low
Storage,Air,NA,Off-Peak,0.189,19.698,70.328,16.679,26.372,0.892,59.898,22.118,7.505,1.162,High
Compute,Hybrid,ME,Peak,0.984,76.24,77.828,13.562,24.847,0.836,85.774,42.536,4.839,1.549,Low
Storage,Air,EU,Peak,0.888,66.557,73.47,23.205,26.452,0.763,76.145,19.215,14.06,1.691,Low
Storage,Air,APAC,Off-Peak,0.58,44.302,41.677,27.171,24.895,0.743,50.424,29.993,4.101,1.71,Low
Storage,Air,NA,Peak,0.417,32.603,57.771,14.509,22.062,0.724,56.311,21.337,6.364,1.604,Low
Storage,Liquid,NA,Peak,0.574,57.243,74.604,19.525,21.844,1.0,76.633,30.008,8.827,1.259,High
Storage,Air,ME,Off-Peak,0.761,57.518,82.687,27.989,24.22,0.991,71.108,36.724,3.673,1.588,Medium
Compute,Air,NA,Peak,0.781,67.492,68.403,10.647,23.062,0.764,138.713,56.299,16.624,1.808,Low
GPU,Air,EU,Peak,0.166,16.468,54.393,5.427,27.105,0.752,113.252,29.634,21.321,1.736,Low
Storage,Air,NA,Peak,0.824,59.334,52.589,21.365,25.096,0.907,88.455,32.826,10.486,1.577,Medium
Compute,Air,APAC,Peak,0.677,61.464,60.089,20.145,28.922,0.789,81.528,47.214,7.316,1.355,Medium
GPU,Liquid,NA,Off-Peak,0.137,12.48,55.742,9.545,21.089,1.0,66.716,26.872,7.863,1.336,High
Edge,Air,EU,Off-Peak,0.382,31.22,65.069,23.876,25.045,0.924,50.378,12.104,8.727,1.458,Medium
Edge,Liquid,EU,Off-Peak,0.56,44.071,76.198,20.426,17.494,1.0,57.376,13.732,10.593,1.322,High
Compute,Liquid,EU,Peak,0.27,35.113,72.54,10.91,25.553,0.94,57.33,15.763,11.364,1.36,High
Compute,Liquid,NA,Peak,0.24,19.427,37.039,13.059,21.432,0.935,64.153,27.157,7.189,1.456,Medium
Storage,Air,APAC,Night,0.113,9.842,58.124,4.493,20.536,0.753,52.794,32.027,4.671,1.377,Medium
Compute,Air,EU,Peak,0.92,70.891,69.382,14.23,27.684,0.864,123.337,25.34,21.876,1.766,Low
Edge,Air,NA,Peak,0.15,13.877,61.512,29.516,23.479,0.768,35.276,11.048,4.5,1.53,Low
Compute,Liquid,EU,Night,0.429,42.885,68.275,7.097,21.592,0.887,103.453,25.355,18.398,1.669,Low
Compute,Liquid,ME,Off-Peak,0.285,27.045,43.035,4.26,26.119,0.851,127.355,62.304,6.395,1.546,Medium
Storage,Air,NA,Off-Peak,0.767,59.787,98.0,19.019,18.713,0.869,72.43,29.06,9.51,1.247,High
Compute,Liquid,EU,Off-Peak,0.736,56.283,76.101,13.716,24.481,0.989,67.187,18.696,12.083,1.327,High
GPU,Hybrid,APAC,Peak,0.826,73.651,59.106,13.791,23.611,0.861,112.455,68.05,9.11,1.464,Medium
Storage,Liquid,NA,Night,0.655,59.307,62.581,13.146,15.0,0.728,70.191,30.369,7.867,1.428,Medium
Compute,Air,NA,Night,0.632,48.745,51.707,11.407,17.35,0.664,73.722,29.92,9.281,1.676,Low
Compute,Liquid,EU,Peak,0.466,34.225,62.4,27.223,15.0,1.0,67.866,17.432,11.95,1.582,Medium
Storage,Air,APAC,Night,0.673,53.976,68.545,11.41,17.855,0.733,60.444,34.372,4.206,1.44,Medium
Compute,Liquid,NA,Off-Peak,0.204,26.456,67.487,8.902,19.881,0.862,72.426,27.908,7.452,1.707,Low
Storage,Air,APAC,Off-Peak,0.716,61.544,63.497,32.537,20.611,0.888,108.476,64.16,8.058,1.415,Medium
Storage,Air,EU,Peak,0.194,24.28,96.31,12.275,22.073,0.848,41.262,10.998,6.993,1.452,Medium
GPU,Hybrid,NA,Off-Peak,0.876,75.226,63.08,15.426,18.619,0.971,118.734,47.014,13.102,1.415,High
Edge,Liquid,EU,Peak,0.555,60.181,58.455,19.82,20.274,0.78,71.388,20.02,13.451,1.359,Medium
Edge,Air,ME,Off-Peak,0.577,48.167,66.658,13.338,21.565,0.933,79.551,38.141,4.936,1.545,Medium
Edge,Air,NA,Peak,0.626,47.591,56.966,17.885,22.988,0.803,90.219,36.739,11.404,1.438,Medium
Compute,Liquid,EU,Off-Peak,0.798,64.542,83.161,20.258,22.208,0.842,116.179,29.151,20.798,1.243,High
Compute,Hybrid,EU,Off-Peak,0.531,52.866,50.494,20.92,24.661,0.839,68.613,14.756,12.115,1.503,Medium
Compute,Liquid,NA,Night,0.485,38.036,74.046,7.422,15.0,0.982,65.321,26.602,7.849,1.205,High
GPU,Hybrid,NA,Peak,0.36,31.361,59.557,23.577,22.892,0.868,97.777,42.091,11.491,1.261,High
Edge,Air,NA,Night,0.215,18.575,87.193,11.199,21.019,0.813,88.35,35.942,9.389,1.45,Medium
GPU,Liquid,NA,Peak,0.271,26.074,50.239,18.714,15.346,0.941,122.036,47.042,14.571,2.402,High
Compute,Liquid,NA,Night,0.1,20.385,77.552,23.236,15.895,1.0,56.152,25.866,6.731,1.381,High
Edge,Liquid,APAC,Off-Peak,0.882,77.142,76.288,19.781,18.092,0.949,72.373,43.794,6.653,1.481,Medium
Storage,Air,ME,Night,0.788,73.393,79.569,13.555,22.742,0.942,70.649,38.121,2.879,1.367,High
Compute,Liquid,NA,Off-Peak,0.297,21.537,39.257,17.215,17.191,0.807,63.696,27.341,7.836,1.609,Low
Storage,Liquid,EU,Off-Peak,0.102,15.91,56.084,16.193,15.53,0.864,53.96,14.651,9.171,1.209,High
Compute,Liquid,NA,Peak,0.543,48.446,63.163,9.09,25.508,0.98,66.879,27.237,7.749,1.768,Low
Storage,Liquid,NA,Night,0.471,38.937,77.21,11.874,16.035,0.795,88.558,40.34,11.143,1.564,Low
Compute,Liquid,NA,Night,0.798,57.266,65.694,13.815,15.724,0.949,104.412,43.375,11.801,1.23,High
Storage,Liquid,NA,Peak,0.463,41.546,89.65,7.498,16.254,0.864,93.718,36.865,11.729,1.329,High
Storage,Air,ME,Peak,0.878,79.856,69.768,14.05,23.858,0.868,79.844,37.932,3.667,1.377,High
GPU,Air,NA,Off-Peak,0.186,15.38,29.428,12.387,24.088,0.825,186.774,74.71,22.413,1.585,Low
Storage,Liquid,EU,Night,0.429,37.605,59.04,14.088,16.547,0.931,67.874,14.776,12.136,1.182,High
Storage,Hybrid,NA,Peak,0.941,69.43,76.271,26.805,19.805,0.917,102.671,38.234,12.38,1.319,High
GPU,Air,NA,Night,0.111,30.105,65.886,13.974,19.95,0.792,89.984,38.706,10.873,1.644,Low
Edge,Liquid,APAC,Peak,0.452,36.647,61.932,11.101,20.067,0.776,53.072,28.859,4.034,1.509,Medium
Compute,Air,NA,Night,0.334,29.778,95.332,7.552,20.689,0.676,62.676,21.468,7.886,1.576,Low
Storage,Air,ME,Off-Peak,0.579,46.224,72.95,12.638,27.421,0.78,51.581,26.627,3.321,1.578,Low
